O1_NUMORD,O1_NUMMOD,O1_FECORD,O1_DESCRP,O1_NUMPIE,O1_CANORD,O1_NOMTEL,O1_NUMCLI,O1_FECINI,O1_FECFIN,O1_INDINI,O1_INDFIN,O1_CLAAUT,O1_CLAGRA,O1_CLACOR,O1_CANCOR,O1_CLAMAQ,O1_PERMAQ,O1_TALLER,O1_FECMAQ,O1_CLAARM,O1_CANARM,O1_CANINC,O1_CLATER,O1_CANTER,O1_CLAEMB,O1_CLADET,O1_CONDET,O1_CLACAN,O1_CONCAN,O1_CLACOM,O1_LINRAP,O1_COSTOO
24,4094,18/10/2013,VESTIDO SIN MANGAS,1,134,GASA /CHIFFON/FORRO/FORRO,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,LAURA,,26/11/2013,S,132.0,,S,132.0,N,N,,N,,N,N,84.51
25,4115,18/10/2013,VESTIDO LARGO SIN MANGAS,1,134,RAYON CHALLIE/ELAST/FORRO,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,134,S,EDUARDO MU;OZ,,11/12/2013,S,134.0,,S,134.0,N,N,,N,,N,N,147.66
26,16641,18/10/2013,PANTALON,1,139,KABUL EST/POLISEDA/FORRO,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,140,S,RAMON PADILLA,,21/11/2013,S,140.0,,S,140.0,N,N,,N,,N,N,109.21
23,9723,18/10/2013,BLUSA SIN MANGA,1,134,BRESCIA/LIBERIA,125,10/11/2013,20/11/2013,20131110,20131120,S,S,S,144,S,RAMON PADILLA,,28/11/2013,S,144.0,,S,144.0,N,N,,N,,N,N,91.51
869,9789,21/10/2013,BLUSA MANGA 3/4,1,250,CHIFON PUNTOS/GASA,296,01/11/2013,11/11/2013,20131101,20131111,S,S,S,256,S,ALBERTO L.,,23/10/2013,S,256.0,,S,256.0,N,N,,N,,N,N,94.57
870,9537,23/10/2013,BLUSA MANGA LARGA,1,170,WOOL DOBBY,296,31/10/2013,09/11/2013,20131031,20131109,S,S,S,170,S,EDUARDO MU;OZ,,23/10/2013,S,170.0,,S,170.0,N,N,,N,,N,N,126.04
871,9449,23/10/2013,BLUSA MANGA 3/4,1,70,RAYON CHALLIS,296,31/10/2013,09/11/2013,20131031,20131109,S,S,S,66,S,T3,,28/10/2013,S,66.0,,S,66.0,N,N,,N,,N,N,102.44
874,8939,24/10/2013,BLUSA MANGA CORTA,1,130,HMC/HMC/ENCAJE,116,31/10/2013,10/11/2013,20131031,20131110,S,S,S,130,S,MAYRA MERCADO,,06/11/2013,S,130.0,,S,130.0,N,N,,N,,N,N,71.84
873,9230,24/10/2013,BLUSA MANGA CORTA,1,100,BRESCIA,116,31/10/2013,10/11/2013,20131031,20131110,S,S,S,94,S,LUCILA MACIAS,,06/11/2013,S,94.0,,S,94.0,N,N,,N,,N,N,86.66
872,16803,24/10/2013,LEGGINGS,1,318,ITY-PRINT #AZ9007,127,24/10/2013,30/10/2013,20131024,20131030,S,S,S,318,S,T1,,25/10/2013,S,318.0,,S,318.0,N,N,,N,,N,N,56.24
27,16751,29/10/2013,PANTALON,1,997,GABARDINA JACQUARD,101,25/10/2013,05/11/2013,20131025,20131105,S,S,S,1000,S,CAPILLA,,10/01/2014,S,992.0,,S,992.0,N,N,,N,,N,N,141.06
28,16758,29/10/2013,FALDA,1,479,IRLANDA/ELASTANO,101,15/11/2013,25/11/2013,20131115,20131125,S,S,S,434,S,TALLER 1,,11/12/2013,S,445.0,,S,441.0,N,N,,N,,N,N,69.15
875,16666,30/10/2013,LEGGINGS ESTAMPADA,1,3080,PONTE PTAZ035 MIDTRUST,101,30/11/2013,10/12/2013,20131130,20131210,S,S,S,3136,S,TALLER,,07/11/2013,S,3129.0,5.0,S,3129.0,N,N,,N,,N,N,62.05
29,16634,07/11/2013,BODY SHORT,1,1740,HIGH T/POLISEDA A/BRESCIA,296,28/11/2013,08/12/2013,20131128,20131208,S,S,S,1743,S,CAPILLA,,20/11/2013,S,1730.0,,S,1737.0,N,N,,N,,N,N,114.74
30,9862,07/11/2013,COZY ESTAMPADO,1,1445,SATIN CHIFFON ERNESTO#80,296,28/11/2013,08/12/2013,20131128,20131208,S,S,S,1145,S,VARIOS,,23/12/2013,S,1150.0,,S,1150.0,N,N,,N,,N,N,135.41
31,6045,07/11/2013,BLUSA MANGA LARGA,1,1945,RAYON CHALLIS SANF/LACE,296,28/11/2013,08/12/2013,20131128,20131208,S,S,S,1958,S,VARIOS,,06/12/2013,S,1947.0,,S,1941.0,N,N,,N,,N,N,122.26
32,9916,07/11/2013,BLUSA SIN MANGA,1,1740,RAYON #11061RC,296,28/11/2013,08/12/2013,20131128,20131208,S,S,S,1752,S,CAPILLA,,28/11/2013,S,1742.0,,S,1742.0,N,N,,N,,N,N,101.96
33,16648,07/11/2013,SHORT ESTAMPADO,1,1445,SATIN CHIFFON ERNESTO #80,296,28/11/2013,08/12/2013,20131128,20131208,S,S,S,1186,S,VARIOS,,20/12/2013,S,1185.0,,S,1184.0,N,N,,N,,N,N,92.67
34,9856,07/11/2013,BLUSA MANGA CORTA,1,1740,CHIF.RAYA/CHIF.CREP/POLIS,296,28/11/2013,08/12/2013,20131128,20131208,S,S,S,1752,S,VARIOS,,26/11/2013,S,1750.0,,S,1747.0,N,N,,N,,N,N,66.70
35,16674,07/11/2013,CAPRI,1,1945,JAQUARD #906351,296,28/11/2013,08/12/2013,20131128,20131208,S,S,S,1948,S,VARIOS,,03/12/2013,S,1950.0,,S,1950.0,N,N,,N,,N,N,116.58
36,7274,08/11/2013,BLUSON MANGA 3/4 C/CINTO,1,1294,RAYON NYLON #905217 R/N,101,16/01/2014,26/01/2014,20140116,20140126,S,S,S,1296,S,VARIOS,,10/01/2014,S,1298.0,1.0,S,1298.0,N,N,,N,,N,N,102.59
876,8397,09/11/2013,BLUSA MANGA 3/4,1,525,BOAL DOBLE GH-019,104,14/11/2013,24/11/2013,20131114,20131124,S,S,S,560,S,TAURINO ARCOS,,15/11/2013,S,561.0,,S,561.0,N,N,,N,,N,N,110.28
877,8764,09/11/2013,BLUSA MANGA LARGA,1,249,CUADRO DOBLE CARA ERN 66,104,14/11/2013,24/11/2013,20131114,20131124,S,S,S,310,S,TAURINO ARCOS,,15/11/2013,S,314.0,,S,314.0,N,N,,N,,N,N,108.70
878,9414,09/11/2013,BLUSA SIN MANGAS,1,100,LACE 3080/CREPE CRP-1400,126,21/11/2013,01/12/2013,20131121,20131201,S,S,S,40,S,MAYRA MERCADO,,02/12/2013,S,40.0,,S,40.0,N,N,,N,,N,N,86.96
879,9230,09/11/2013,BLUSA MANGA CORTA,1,100,BRESCIA,126,13/12/2013,23/12/2013,20131213,20131223,S,S,S,86,S,LUCILA MACIAS,,11/12/2013,S,86.0,,S,86.0,N,N,,N,,N,N,86.04
880,8939,09/11/2013,BLUSA MANGA CORTA,1,90,HMC/HMC/ENCAJE,126,13/12/2013,23/12/2013,20131213,20131223,S,S,S,90,S,NEI ZEPEDA,,25/11/2013,S,90.0,,S,86.0,N,N,,N,,N,N,64.45
881,3978,09/11/2013,VESTIDO SIN MANGAS,1,110,GEORGETTE GGT-3000/FORRO,126,05/10/2013,15/10/2013,20131005,20131015,S,S,S,117,S,RAMON PADILLA,,05/12/2013,S,117.0,,S,117.0,N,N,,N,,N,N,99.77
882,3956,09/11/2013,VESTIDO MANGA CORTA,1,1439,JAQUARD MONET 1315,101,12/12/2013,22/12/2013,20131212,20131222,S,S,S,1443,S,ROCIO CASTA;EDA,,06/12/2013,S,1440.0,,S,1440.0,N,N,,N,,N,N,88.63
883,3951,09/11/2013,VESTIDO SIN MANGAS,1,2053,GASA/MESH/FORRO/POLI/FORR,101,12/12/2013,22/12/2013,20131212,20131222,S,S,S,2056,S,VARIOS,,22/11/2013,S,2056.0,,S,2056.0,N,N,,N,,N,N,105.02
884,3951,09/11/2013,VESTIDO SIN MANGAS,1,563,GASA/MESH/FORRO/POLI/FORR,101,25/12/2013,04/01/2014,20131225,20140104,S,S,S,563,S,JOSE LUIS,,06/12/2013,S,553.0,,S,553.0,N,N,,N,,N,N,107.55
37,3847,11/11/2013,VESTIDO MANGA 3/4,1,847,RAYON/FORRO B/ELASTANO,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,849,S,VARIOS,,10/12/2013,S,854.0,,S,854.0,N,N,,N,,N,N,166.13
38,4096,11/11/2013,VESTIDO SIN MANGAS,1,673,P.ROMA/MESH/FORRO B,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,674,S,TALLER 3,,17/12/2013,S,674.0,,S,674.0,N,N,,N,,N,N,75.64
39,4131,11/11/2013,VESTIDO LARGO SIN MANGAS,1,619,KABULEST/E.RED.R/FORRO B,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,619,S,CAPILLA,,18/12/2013,S,615.0,,S,615.0,N,N,,N,,N,N,125.44
40,6050,11/11/2013,BLUSA SIN MANGAS,1,862,POPELINA RIGIDA,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,864,S,GUSTAVO HDEZ,,24/01/2014,S,862.0,,S,862.0,N,N,,N,,N,N,124.34
41,6200,11/11/2013,BLUSA SIN MANGAS,1,704,KABULEST.7049/CAMBRAY,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,715,S,LAURA SOLTERO,,04/12/2013,S,715.0,,S,715.0,N,N,,N,,N,N,76.06
42,6202,11/11/2013,BLUSA SIN MANGAS,1,767,CHIFON ESTAMPADO,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,767,S,TALLER 1,,03/01/2014,S,769.0,,S,769.0,N,N,,N,,N,N,78.10
43,6203,11/11/2013,BLUSA SIN MANGAS,1,671,THAMES.AZUL.P/DIAMANTE.XR,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,673,S,TALLER 3,,11/12/2013,S,673.0,,S,673.0,N,N,,N,,N,N,78.72
44,6204,11/11/2013,BLUSA MANGA CORTA,1,802,MESH BORDADO/FORRO B,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,804,S,ROSARIO COBIAN,,04/12/2013,S,804.0,,S,803.0,N,N,,N,,N,N,67.15
45,6233,11/11/2013,BLUSA MANGA 3/4,1,982,POPELINA RIGIDA,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,982,S,CAPILLA,,10/12/2013,S,982.0,,S,982.0,N,N,,N,,N,N,101.64
46,9898,11/11/2013,BLUSA SIN MANGAS,1,677,CHELSEA ROYAL,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,678,S,CAPILLA,,02/12/2013,S,678.0,,S,678.0,N,N,,N,,N,N,79.48
47,9945,11/11/2013,BLUSA SIN MANGAS,1,897,CHIFON.EST/CHIFON.SILKY,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,900,S,NEI ZEPEDA,,23/12/2013,S,901.0,,S,901.0,N,N,,N,,N,N,80.59
48,16651,11/11/2013,OVEROL DE SHORT,1,618,MEZCLILLA.MICRO/SUNSET.OP,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,618,S,ALBERTO LARA,,04/12/2013,S,618.0,,S,617.0,N,N,,N,,N,N,120.81
49,16713,11/11/2013,BODY SHORT,1,681,POLIESTER.EST/RAYON.NEGRO,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,684,S,CAPILLA,,23/12/2013,S,689.0,,S,687.0,N,N,,N,,N,N,149.15
50,6205,11/11/2013,BLUSA SIN MANGAS,1,856,RAYON.CHALLIS/RUSTICA.COL,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,1328,S,VARIOS,,10/01/2014,S,1324.0,,S,1324.0,N,N,,N,,N,N,84.01
51,6201,11/11/2013,BLUSA SIN MANGAS,1,830,MILANO DURAZNO ROSADO,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,832,S,CAPILLA,,28/11/2013,S,832.0,,S,832.0,N,N,,N,,N,N,90.50
52,16637,11/11/2013,PANTALON,1,579,DYNASTY/CREPE CDC,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,580,S,TAURINO ARCOS,,06/12/2013,S,579.0,1.0,S,577.0,N,N,,N,,N,N,131.78
53,16636,11/11/2013,SHORT,1,676,MEZCLILLA.MICRO/RUSTICA,114,30/11/2013,10/12/2013,20131130,20131210,S,S,S,676,S,ALBERTO LARA,,13/12/2013,S,676.0,,S,675.0,N,N,,N,,N,N,88.81
54,9759,12/11/2013,BLUSA SIN MANGAS,1,642,KABULEST.MX6121,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,656,S,ACATIC,,03/12/2013,S,610.0,,S,608.0,N,N,,N,,N,N,79.02
55,9798,12/11/2013,BLUSA SIN MANGAS,1,2056,HIGH TWIST #905536,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,2064,S,VARIOS,,21/01/2014,S,2024.0,,S,2024.0,N,N,FALTA DE APLICACION,N,,N,N,136.76
56,9798,12/11/2013,BLUSA SIN MANGAS,1,552,HIGH TWIST #905536,101,27/02/2014,09/03/2014,20140227,20140309,S,S,S,558,S,TAURINO ARCOS,,07/02/2014,S,555.0,,S,555.0,N,N,,N,,N,N,132.79
57,9798,12/11/2013,BLUSA SIN MANGAS,1,742,HIGH TWIST #905536,101,27/03/2014,06/04/2014,20140327,20140406,S,S,S,244,S,LAURA SOLTERO,,24/02/2014,S,241.0,2.0,S,241.0,N,N,,N,,N,N,127.45
58,9808,12/11/2013,BLUSA SIN MANGAS,1,2056,CREPE CHIFFON AF#50115D,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,2064,S,SALVADOR CANTARERO,,29/01/2014,S,2064.0,,S,2064.0,N,N,FALTA APLICA Y TELA,N,,N,N,95.83
59,9808,12/11/2013,BLUSA SIN MANGAS,1,552,CREPE CHIFFON AF #50115D,101,27/02/2014,09/03/2014,20140227,20140309,S,S,S,570,S,SALVADOR CANTARERO,,13/02/2014,S,570.0,,S,570.0,N,N,,N,,N,N,96.89
60,9808,12/11/2013,BLUSA SIN MANGAS,1,742,CREPE CHIFFON AF #50115D,101,27/03/2014,06/04/2014,20140327,20140406,S,S,S,332,S,SALVADOR CANTARERO,,13/02/2014,S,311.0,,S,311.0,N,N,,N,,N,N,103.26
61,6043,12/11/2013,BLUSA SIN MANGAS,1,846,CHIFFON ESTAMPADO,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,852,S,CAPILLA,,10/01/2014,S,851.0,,S,852.0,N,N,,N,,N,N,59.91
62,6021,12/11/2013,BLUSA SIN MANGAS,1,846,P.MILANO/GASA.YATZIL/MESH,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,672,S,JOSE LUIS ARCOS,,21/01/2014,S,662.0,,S,646.0,N,N,,N,,N,N,64.34
63,9750,12/11/2013,BLUSA SIN MANGAS,1,886,KABUL.EST 7450/GASA.YATZI,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,527,S,TAURINO ARCOS,,06/12/2013,S,526.0,,S,526.0,N,N,,N,,N,N,90.00
64,9875,12/11/2013,BLUSA SIN MANGAS,1,3386,CHELSEA/KABUL EST.,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,3414,S,ACATIC,,13/12/2013,S,3414.0,,S,3414.0,N,N,,N,,N,N,80.45
65,9875,12/11/2013,BLUSA SIN MANGAS,1,1020,CHELSEA /KABUL EST.,101,27/02/2014,09/02/2014,20140227,20140209,S,S,S,1027,S,VARIOS,,10/01/2014,S,1020.0,,S,1013.0,N,N,,N,,N,N,80.80
66,9875,12/11/2013,BLUSA SIN MANGAS,1,1438,CHELSEA /KABUL EST.,101,27/03/2014,06/04/2014,20140327,20140406,S,S,S,1444,S,GERARDO CASTRO,,07/02/2014,S,1387.0,,S,1387.0,N,N,,N,,N,N,82.19
67,9847,12/11/2013,BLUSA SIN MANGAS,1,3386,HIGH.MULTI/ELASTANO.E,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,3402,S,ACATIC,,21/01/2014,S,3392.0,4.0,S,3392.0,N,N,,N,,N,N,57.54
68,9847,12/11/2013,BLUSA SIN MANGAS,1,1020,HIGH.MULTI/ELASTANO.E,101,27/02/2014,09/03/2014,20140227,20140309,S,S,S,1028,S,GERARDO CASTRO,,05/02/2014,S,1028.0,,S,1028.0,N,N,,N,,N,N,58.23
69,9847,12/11/2013,BLUSA SIN MANGAS,1,1438,HIGH.MULTI/ELASTANO.E,101,27/03/2014,06/04/2014,20140327,20140406,S,S,S,1444,S,GERARDO CASTRO,,18/02/2014,S,1381.0,,S,1381.0,N,N,,N,,N,N,60.78
70,9914,12/11/2013,BLUSA MANGA CORTA,1,2315,ELASTANO/LACE.I/FORRO.B,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,2328,S,OSCAR RUIZ,,23/12/2013,S,2311.0,,S,2304.0,N,N,,N,,N,N,58.07
71,9914,12/11/2013,BLUSA MANGA CORTA,1,596,ELASTANO/LACE.I/FORRO.B,101,27/02/2014,09/03/2014,20140227,20140309,S,S,S,612,S,GERARDO CASTRO,,07/02/2014,S,695.0,,S,695.0,N,N,,N,,N,N,58.06
72,9914,12/11/2013,BLUSA MANGA CORTA,1,900,ELASTANO/LACE.I/FORRO.B,101,27/03/2014,06/04/2014,20140327,20140406,S,S,S,903,S,GERARDO CASTRO,,07/02/2014,S,770.0,,S,770.0,N,N,,N,,N,N,57.94
74,9758,12/11/2013,BLUSA MANGA CORTA,1,596,KNIT.JACQUARD/CHIFFON.S,101,27/02/2014,09/03/2014,20140227,20140309,S,S,S,600,S,VARIOS,,26/12/2013,S,596.0,,S,596.0,N,N,,N,,N,N,80.29
75,9758,12/11/2013,BLUSA MANGA CORTA,1,900,KNIT.JACQUARD/CHIFFON.S,101,27/03/2014,06/04/2014,20140327,20140406,S,S,S,388,S,LETICIA AMERICANO,,11/02/2014,S,383.0,2.0,S,381.0,N,N,,N,,N,N,78.00
76,9765,12/11/2013,BLUSA SIN MANGAS,1,2315,ELASTANO.ST/ELASTANO.E,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,2328,S,OSCAR RUIZ,,23/01/2014,S,2328.0,,S,2328.0,N,N,,N,,N,N,56.03
77,9765,12/11/2013,BLUSA SIN MANGAS,1,596,ELASTANO.ST/ELASTANO.E,101,27/02/2014,09/03/2014,20140227,20140309,S,S,S,708,S,OSCAR RUIZ,,31/01/2014,S,668.0,,S,668.0,N,N,,N,,N,N,56.04
78,9765,12/11/2013,BLUSA SIN MANGAS,1,900,ELASTANO.ST/ELASTANO.E,101,27/03/2014,06/04/2014,20140327,20140406,S,S,S,496,S,OSCAR RUIZ,,04/03/2014,S,494.0,,S,493.0,N,N,,N,,N,N,54.49
79,9990,12/11/2013,BLUSA MANGA 3/4,1,2242,CHIFON ESTAMPADO,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,2256,S,VARIOS,,10/01/2014,S,2255.0,,S,2249.0,N,N,,N,,N,N,92.44
80,9990,12/11/2013,BLUSA MANGA 3/4,1,494,CHIFON ESTAMPADO,101,27/02/2014,09/03/2014,20140227,20140309,S,S,S,501,S,TAURINO ARCOS,,24/01/2014,S,500.0,,S,500.0,N,N,,N,,N,N,93.79
81,9990,12/11/2013,BLUSA MANGA 3/4,1,808,CHIFON ESTAMPADO,101,27/03/2014,06/04/2014,20140327,20140406,S,S,S,808,S,TAURINO ARCOS,,07/02/2014,S,808.0,,S,808.0,N,N,,N,,N,N,93.45
82,9990,12/11/2013,BLUSA MANGA 3/4,1,375,CHIFON ESTAMPADO,101,01/05/2014,11/05/2014,20140501,20140511,S,S,S,380,S,TAURINO ARCOS,,07/02/2014,S,380.0,,S,378.0,N,N,,N,,N,N,95.47
83,9716,12/11/2013,BLUSA MANGA 3/4,1,2242,CHELSEA YELLOW#2,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,2256,S,CAPILLA,,13/12/2013,S,2252.0,,S,2252.0,N,N,,N,,N,N,113.04
84,9716,12/11/2013,BLUSA MANGA 3/4,1,494,CHELSEA YELLOW#2,101,27/02/2014,09/03/2014,20140227,20140309,S,S,S,501,S,JOSE LUIS,,24/01/2014,S,501.0,,S,501.0,N,N,,N,,N,N,112.68
85,9716,12/11/2013,BLUSA MANGA 3/4,1,808,CHELSEA YELLOW#2,101,27/03/2014,06/04/2014,20140327,20140406,S,S,S,808,S,JOSE LUIS,,07/02/2014,S,808.0,,S,808.0,N,N,,N,,N,N,111.96
86,9716,12/11/2013,BLUSA MANGA 3/4,1,375,CHELSEA YELLOW#2,101,01/05/2014,11/05/2014,20140501,20140511,S,S,S,414,S,JOSE LUIS/TAURINO,,07/03/2014,S,424.0,,S,424.0,N,N,,N,,N,N,115.77
87,16750,12/11/2013,LEGGINS,1,977,PONTI ROMA 343 NEGRO,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,982,S,TALLER 1,,09/01/2014,S,982.0,,S,971.0,N,N,,N,,N,N,66.70
88,16750,12/11/2013,LEGGINS,1,416,PONTI ROMA 343 NEGRO,101,27/03/2014,06/04/2014,20140327,20140406,S,S,S,422,S,T1,,19/02/2014,S,422.0,,S,422.0,N,N,,N,,N,N,66.70
89,16751,12/11/2013,PANTALON,1,416,GAB.JAQ D#906081/FORRO T,101,29/01/2014,08/02/2014,20140129,20140208,S,S,S,420,S,CAPILLA,,21/01/2014,S,418.0,,S,416.0,N,N,FALTA DE TELA,N,,N,N,141.15
90,16673,12/11/2013,FALDA CORTA,1,479,MEZC. CIRCULAR JACK-640,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,488,S,NORA NARANJO,,20/01/2014,S,488.0,,S,488.0,N,N,,N,,N,N,65.64
73,9758,12/11/2013,BLUSA MANGA CORTA,1,2315,KNIT.JACQUARD/CHIFFON.S,101,30/01/2014,09/02/2014,20140130,20140209,S,S,S,2328,S,VARIOS,,22/11/2013,S,2316.0,,S,2316.0,N,N,,N,,N,N,78.32
91,16727,13/11/2013,PANTALON,1,513,P.CHALLIE 1402,103,18/02/2014,28/02/2014,20140218,20140228,S,S,S,513,S,LAURA SOLTERO,,07/02/2014,S,510.0,,S,510.0,N,N,,N,,N,N,112.63
92,6130,13/11/2013,COZY MANGA 3/4,1,468,KABULEST.7007/CHIFON,103,21/12/2013,31/12/2013,20131221,20131231,S,S,S,420,S,MARISA ARROYO,,13/12/2013,S,420.0,,S,420.0,N,N,,N,,N,N,88.16
93,4135,13/11/2013,VESTIDO LARGO SIN MANGAS,1,249,DIAMOND.BLISH/FORRO.B,103,21/12/2013,31/12/2013,20131221,20131231,S,S,S,249,S,LAURA SOLTERO,,13/12/2013,S,248.0,,S,248.0,N,N,,N,,N,N,137.23
94,4135,13/11/2013,VESTIDO LARGO SIN MANGAS,1,249,DIAMOND.BLISH/FORRO.B,103,21/12/2013,31/12/2013,20131221,20131231,S,S,S,234,S,LAURA SOLTERO,,13/12/2013,S,233.0,,S,233.0,N,N,,N,,N,N,138.14
885,9671,20/11/2013,BLUSA SIN MANGAS,1,252,RAYON.CH.XP479/RAYON.CH.N,640,01/12/2013,11/12/2013,20131201,20131211,S,S,S,252,S,MARISA A.,,26/11/2013,S,252.0,,S,251.0,N,N,,N,,N,N,85.51
886,9625,20/11/2013,BLUSA MANGA LARGA,1,252,CHIFON.C/GASA.Y/POLY.SPAN,640,01/12/2013,11/12/2013,20131201,20131211,S,S,S,66,S,RAMON PADILLA,,21/11/2013,S,66.0,,S,66.0,N,N,,N,,N,N,86.82
887,9761,20/11/2013,BLUSA SIN MANGAS,1,504,CHIFON.SOLID/GASA.YATZIL,640,01/12/2013,11/12/2013,20131201,20131211,S,S,S,406,S,ALBERTO LARA,,27/11/2013,S,406.0,,S,404.0,N,N,,N,,N,N,71.75
888,9743,20/11/2013,BLUSA MANGA LARGA,1,252,CHIFON.WOVEN/GASA.YATZIL,640,01/12/2013,11/12/2013,20131201,20131211,S,S,S,252,S,EDUARDO MU;OS,,25/11/2013,S,253.0,,S,251.0,N,N,,N,,N,N,94.91
889,9690,20/11/2013,BLUSA SIN MANGAS,1,252,CHIFON.IW/GASA.YATZIL,640,01/12/2013,11/12/2013,20131201,20131211,S,S,S,270,S,TAURINO ARCOS,,22/11/2013,S,270.0,,S,270.0,N,N,,N,,N,N,60.11
890,9657,20/11/2013,BLUSA SIN MANGAS,1,252,GASA Y/KABULEST XP486,640,01/12/2013,11/12/2013,20131201,20131211,S,S,S,252,S,ACATIC,,27/11/2013,S,252.0,,S,252.0,N,N,,N,,N,N,61.60
891,9593,20/11/2013,BLUSA SIN MANGA,1,252,CHIFON EST BOLAS/GASA Y,640,01/12/2013,11/12/2013,20131201,20131211,S,S,S,252,S,RAQUEL JACINTO,,25/11/2013,S,252.0,,S,252.0,N,N,,N,,N,N,61.07
892,4044,20/11/2013,VESTIDO SIN MANGAS,1,252,PUNTO DE ROMA/POLI P 713,640,01/12/2013,11/12/2013,20131201,20131211,S,S,S,252,S,MAYRA MERCADO,,28/11/2013,S,251.0,,S,251.0,N,N,,N,,N,N,94.60
893,9273,20/11/2013,BLUSA MANGA CORTA,1,504,POPELINA HILO,640,01/12/2013,11/12/2013,20131201,20131211,S,S,S,456,S,VARIOS,,28/11/2013,S,453.0,,S,453.0,N,N,,N,,N,N,84.49
894,16916,21/11/2013,PANTALON,1,330,RUBYEST XP749/POLISEDA A,118,01/12/2013,11/12/2013,20131201,20131211,S,S,S,330,S,ACATIC,,25/11/2013,S,329.0,,S,328.0,N,N,,N,,N,N,119.51
895,16573,21/11/2013,BODY DE PANTALON,1,433,RAYON CHALLIS/LACE.4106,104,05/12/2013,15/12/2013,20131205,20131215,S,S,S,433,S,CAPILLA,,06/12/2013,S,431.0,,S,431.0,N,N,,N,,N,N,132.31
95,16573,22/11/2013,BODY DE PANTALON,1,286,RAYON CHALLIS/LACE.3089.T,710,12/01/2014,22/01/2014,20140112,20140122,S,S,S,288,S,NEI ZEPEDA,,06/12/2013,S,283.0,,S,289.0,N,N,,N,,N,N,140.25
96,6013,28/11/2013,BLUSA MANGA CORTA,1,275,RAYON CHALLIS RS1518 SANF,115,25/12/2013,04/12/2013,20131225,20131204,S,S,S,280,S,RAMON PADILLA,,23/12/2013,S,273.0,6.0,S,273.0,N,N,,N,,N,N,95.62
97,16809,28/11/2013,BODY SHORT,1,313,BALTIMOR 1401/WOOOL DOBBY,115,25/12/2013,04/12/2013,20131225,20131204,S,S,S,318,S,ALBERTO LARA,,27/12/2013,S,318.0,,S,318.0,N,N,,N,,N,N,113.49
98,6274,28/11/2013,BLUSA SIN MANGAS,1,313,ETNICO GASA 1382/BRESCIA,115,25/12/2013,04/12/2013,20131225,20131204,S,S,S,330,S,RAQUEL JACINTO,,26/12/2013,S,330.0,,S,330.0,N,N,,N,,N,N,75.36
99,9888,28/11/2013,BLUSA SIN MANGAS,1,313,ENCAJE BONDEADO ATMAN1387,115,25/12/2013,04/12/2013,20131225,20131204,S,S,S,318,S,TALLER 1,,12/12/2013,S,318.0,,S,317.0,N,N,,N,,N,N,78.23
100,6275,28/11/2013,BLUSA SIN MANGAS,1,313,CHIFFON 20904/CREPE /MESH,115,25/12/2013,04/12/2013,20131225,20131204,S,S,S,322,S,ANA SILVIA,,03/01/2014,S,322.0,,S,322.0,N,N,,N,,N,N,73.92
101,6127,28/11/2013,BLUSA SIN MANGAS,1,313,PONTI ROMA KNT1439/FORROB,115,25/12/2013,04/12/2013,20131225,20131204,S,S,S,330,S,VICTOR HUGO,,02/01/2014,S,327.0,,S,327.0,N,N,,N,,N,N,54.01
102,6229,28/11/2013,BLUSA SIN MANGAS,1,313,MEZ MICROFIBRA/KABUL XR,115,25/12/2013,04/12/2013,20131225,20131204,S,S,S,318,S,ANA ROSA,,18/12/2013,S,316.0,3.0,S,316.0,N,N,,N,,N,N,105.66
